	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.85-k141_356601_1-20..231	Tub.85	Probable	OMPR	20	231	k141_356601_1	multidrug	gi:909830386:gb:AKU13184.1:|FEATURES|ompR|multidrug|ompR	0.995659317	52.4	212	206	1.65e-67	1	NA
Tub.85-k141_690217_1-36..329	Tub.85	Probable	TETA(48)	36	329	k141_690217_1	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.901791569	52	296	285	5.03e-96	1	NA
Tub.104-k141_427551_3-3..312	Tub.104	Potential	OLEC	3	312	k141_427551_3	tetracycline	undefined	0.896143015	54.6	313	310	3.88e-105	1	NA
Tub.104-k141_427551_3-3..312	Tub.104	Potential_loser	OLEC	3	312	k141_427551_3	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.070326886	54.6	313	310	3.88e-105	1	NA
Tub.51-k141_230273_2-50..512	Tub.51	Probable	EMRB	50	512	k141_230273_2	multidrug	gi:828164785:ref:WP_047255785.1:|FEATURES|emrB|multidrug|emrB	0.985471778	51.2	463	471	6.58e-164	1	NA
Tub.64-k141_180177_3-4..228	Tub.64	Potential	MTRA	4	228	k141_180177_3	aminoglycoside	undefined	0.591164137	73.8	229	340	4.54e-120	1	NA
Tub.64-k141_180177_3-4..228	Tub.64	Potential_loser	MTRA	4	228	k141_180177_3	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	73.8	229	340	4.54e-120	1	NA
Tub.83-k141_157229_2-7..150	Tub.83	Probable	ARR-4	7	150	k141_157229_2	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999796675	59	144	190	1.89e-63	1	NA
Tub.110-k141_142595_2-4..120	Tub.110	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	120	k141_142595_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.339683123	50	118	117	4.65e-35	1	NA
Tub.110-k141_142595_2-4..120	Tub.110	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	120	k141_142595_2	aminoglycoside	undefined	0.290610114	50	118	117	4.65e-35	1	NA
Tub.64-k141_194617_1-30..163	Tub.64	Potential	CAMP-REGULATORY_PROTEIN	30	163	k141_194617_1	unclassified	CP004022.1.gene2827.p01|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.335161027	53	134	156	7.68e-50	1	NA
Tub.64-k141_194617_1-30..163	Tub.64	Potential_loser	CAMP-REGULATORY_PROTEIN	30	163	k141_194617_1	aminoglycoside	undefined	0.191408604	53	134	156	7.68e-50	1	NA
Tub.104-k141_566614_4-1..217	Tub.104	Probable	VANR	1	217	k141_566614_4	glycopeptide	gi:943675889:ref:WP_055502070.1:|FEATURES|vanR|glycopeptide|vanR	0.999972326	52.1	217	221	1.14e-73	1	NA
Tub.30-k141_281278_2-4..120	Tub.30	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	120	k141_281278_2	aminoglycoside	undefined	0.307709094	50.4	119	111	9.55e-32	1	NA
Tub.30-k141_281278_2-4..120	Tub.30	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	120	k141_281278_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.27450989	50.4	119	111	9.55e-32	1	NA
Tub.23-k141_99701_1-1..130	Tub.23	Probable	GOLS	1	130	k141_99701_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.995943085	54.6	130	139	1.83e-43	1	NA
Tub.51-k141_331642_1-5..502	Tub.51	Potential	EMRB	5	502	k141_331642_1	diaminopyrimidine	undefined	0.439747847	51.8	498	509	1.86e-178	1	NA
Tub.51-k141_331642_1-5..502	Tub.51	Potential_loser	EMRB	5	502	k141_331642_1	antibacterial_free_fatty_acids	undefined	0.219128138	51.8	498	509	1.86e-178	1	NA
Tub.105-k141_363223_3-1..111	Tub.105	Potential	RBPA	1	111	k141_363223_3	peptide	undefined	0.253054635	50	112	107	1.75e-31	1	NA
Tub.105-k141_363223_3-1..111	Tub.105	Potential_loser	RBPA	1	111	k141_363223_3	multidrug	undefined	0.224076558	50	112	107	1.75e-31	1	NA
Tub.1-k141_241854_2-17..225	Tub.1	Probable	KDPE	17	225	k141_241854_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.987676637	63.4	213	281	2.95e-97	1	NA
Tub.51-k141_202389_1-3..1025	Tub.51	Potential	MEXK	3	1025	k141_202389_1	triclosan	undefined	0.791963361	71.5	1051	1427	0	1	NA
Tub.51-k141_202389_1-3..1025	Tub.51	Potential_loser	MEXK	3	1025	k141_202389_1	multidrug	AAG07064.1|FEATURES|MexK|multidrug|MexK	0.080439289	71.5	1051	1427	0	1	NA
Tub.30-k141_572324_7-1..1025	Tub.30	Potential	MUXB	1	1025	k141_572324_7	aminocoumarin	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.695278502	60.6	1026	1184	0	1	NA
Tub.30-k141_572324_7-1..1025	Tub.30	Potential_loser	MUXB	1	1025	k141_572324_7	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.290582779	60.6	1026	1184	0	1	NA
Tub.94-k141_173196_1-36..275	Tub.94	Probable	BACA	36	275	k141_173196_1	bacitracin	YP_981592|FEATURES|bacA|bacitracin|bacA	0.97334761	61.3	240	298	5.12e-103	1	NA
Tub.88-k141_286528_1-1..130	Tub.88	Probable	GOLS	1	130	k141_286528_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.995081787	50	130	131	1.82e-40	1	NA
Tub.31-k141_305298_3-13..323	Tub.31	Potential	EMRA	13	323	k141_305298_3	multidrug	gi:740320274:ref:WP_038157440.1:|FEATURES|emrA|multidrug|emrA	0.495892813	50	312	278	6.74e-92	1	NA
Tub.31-k141_305298_3-13..323	Tub.31	Potential_loser	EMRA	13	323	k141_305298_3	peptide	undefined	0.112209339	50	312	278	6.74e-92	1	NA
Tub.31-k141_592666_6-34..376	Tub.31	Potential	MEXE	34	376	k141_592666_6	multidrug	gi:759552006:ref:WP_043271822.1:|FEATURES|mexE|multidrug|mexE	0.773271661	51	345	317	1.42e-105	1	NA
Tub.31-k141_592666_6-34..376	Tub.31	Potential_loser	MEXE	34	376	k141_592666_6	aminoglycoside	undefined	0.09853845	51	345	317	1.42e-105	1	NA
Tub.18-k141_538630_3-18..120	Tub.18	Potential	EMRE	18	120	k141_538630_3	multidrug	gi:808575916:emb:CPR13135.1:|FEATURES|emrE|multidrug|emrE	0.767573252	50.5	103	83.2	2.26e-22	1	NA
Tub.18-k141_538630_3-18..120	Tub.18	Potential_loser	EMRE	18	120	k141_538630_3	fluoroquinolone	undefined	0.180071748	50.5	103	83.2	2.26e-22	1	NA
Tub.94-k141_295090_1-5..184	Tub.94	Probable	KDPE	5	184	k141_295090_1	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.98693899	65.7	181	238	9.42e-81	1	NA
Tub.31-k141_583118_3-51..388	Tub.31	Potential	MDTA	51	388	k141_583118_3	multidrug	CP001918.1.gene3439.p01|FEATURES|mdtA|multidrug|mdtA	0.384353924	51	341	319	2.48e-106	1	NA
Tub.31-k141_583118_3-51..388	Tub.31	Potential_loser	MDTA	51	388	k141_583118_3	peptide	undefined	0.160860357	51	341	319	2.48e-106	1	NA
Tub.94-k141_194035_2-11..498	Tub.94	Potential	EMRB	11	498	k141_194035_2	peptide	undefined	0.351442504	50.7	489	481	1.08e-166	1	NA
Tub.94-k141_194035_2-11..498	Tub.94	Potential_loser	EMRB	11	498	k141_194035_2	diaminopyrimidine	undefined	0.271805864	50.7	489	481	1.08e-166	1	NA
Tub.59-k141_509342_2-4..225	Tub.59	Probable	KDPE	4	225	k141_509342_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.98688664	62.1	224	286	3.21e-99	1	NA
Tub.12-k141_544755_2-7..150	Tub.12	Probable	AAC(3)-I	7	150	k141_544755_2	aminoglycoside	AJ511268.1.gene3.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999999895	62.5	144	181	9.81e-60	1	NA
Tub.10-k141_610963_2-5..228	Tub.10	Potential	MTRA	5	228	k141_610963_2	aminoglycoside	undefined	0.591164137	75.4	228	342	5.33e-121	1	NA
Tub.10-k141_610963_2-5..228	Tub.10	Potential_loser	MTRA	5	228	k141_610963_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	75.4	228	342	5.33e-121	1	NA
Tub.70-k141_241562_1-38..161	Tub.70	Potential	CAMP-REGULATORY_PROTEIN	38	161	k141_241562_1	peptide	undefined	0.237506928	50.4	129	134	1.27e-41	1	NA
Tub.70-k141_241562_1-38..161	Tub.70	Potential_loser	CAMP-REGULATORY_PROTEIN	38	161	k141_241562_1	aminoglycoside	undefined	0.190531167	50.4	129	134	1.27e-41	1	NA
Tub.82-k141_166699_6-12..402	Tub.82	Probable	ROSA	12	402	k141_166699_6	fosmidomycin	YP_001605796|FEATURES|rosA|fosmidomycin|rosA	0.999031889	64.6	393	478	4.84e-169	1	NA
Tub.11-k141_383061_3-7..150	Tub.11	Probable	ARR-4	7	150	k141_383061_3	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999739055	59.7	144	195	1.99e-65	1	NA
Tub.58-k141_266696_5-7..1029	Tub.58	Potential	MUXB	7	1029	k141_266696_5	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.548276693	52.2	1066	978	0	1	NA
Tub.58-k141_266696_5-7..1029	Tub.58	Potential_loser	MUXB	7	1029	k141_266696_5	aminocoumarin	undefined	0.446158204	52.2	1066	978	0	1	NA
Tub.82-k141_400038_2-26..602	Tub.82	Probable	MULTIDRUG_ABC_TRANSPORTER	26	602	k141_400038_2	multidrug	gi:664180077:ref:WP_030714054.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.995796395	62.5	579	644	6.28e-229	1	NA
Tub.12-k141_96457_11-5..78	Tub.12	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	78	k141_96457_11	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.83706558	50.7	75	67.4	2.54e-15	1	NA
Tub.12-k141_96457_11-5..78	Tub.12	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	78	k141_96457_11	peptide	undefined	0.082546674	50.7	75	67.4	2.54e-15	1	NA
Tub.94-k141_550174_3-20..301	Tub.94	Potential	THIN-B	20	301	k141_550174_3	aminoglycoside	undefined	0.231077387	50.7	294	278	2.52e-93	1	NA
Tub.94-k141_550174_3-20..301	Tub.94	Potential_loser	THIN-B	20	301	k141_550174_3	peptide	undefined	0.220786568	50.7	294	278	2.52e-93	1	NA
Tub.10-k141_460122_3-8..226	Tub.10	Potential	MTRA	8	226	k141_460122_3	aminoglycoside	undefined	0.58551872	74.9	219	335	1.57e-118	1	NA
Tub.10-k141_460122_3-8..226	Tub.10	Potential_loser	MTRA	8	226	k141_460122_3	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.262292386	74.9	219	335	1.57e-118	1	NA
Tub.82-k141_43020_10-2..128	Tub.82	Probable	GOLS	2	128	k141_43020_10	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997157453	54.3	127	147	7.09e-47	1	NA
Tub.16-k141_637313_1-31..143	Tub.16	Potential	ADP-RIBOSYLATING_TRANSFERASE_ARR	31	143	k141_637313_1	multidrug	undefined	0.383381487	53	117	132	1.76e-41	1	NA
Tub.16-k141_637313_1-31..143	Tub.16	Potential_loser	ADP-RIBOSYLATING_TRANSFERASE_ARR	31	143	k141_637313_1	peptide	undefined	0.16627778	53	117	132	1.76e-41	1	NA
Tub.31-k141_148780_1-1..128	Tub.31	Probable	GOLS	1	128	k141_148780_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.991804803	50.8	128	126	1.03e-38	1	NA
Tub.16-k141_742338_1-1..125	Tub.16	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	125	k141_742338_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.342964907	50.8	130	126	8.43e-38	1	NA
Tub.16-k141_742338_1-1..125	Tub.16	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	125	k141_742338_1	aminoglycoside	undefined	0.289478615	50.8	130	126	8.43e-38	1	NA
Tub.18-k141_209477_2-4..310	Tub.18	Probable	TETA(48)	4	310	k141_209477_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997157683	52.6	308	306	1.26e-103	1	NA
Tub.31-k141_231983_96-32..225	Tub.31	Probable	KDPE	32	225	k141_231983_96	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.978613494	61.5	195	254	7.26e-87	1	NA
Tub.18-k141_75969_2-3..221	Tub.18	Probable	VANR	3	221	k141_75969_2	glycopeptide	gi:747653988:emb:CEL19270.1:|FEATURES|vanR|glycopeptide|vanR	0.999987898	56.6	219	241	2.33e-81	1	NA
Tub.18-k141_23431_2-1..179	Tub.18	Potential	VANR	1	179	k141_23431_2	glycopeptide	gi:950257734:ref:WP_057294159.1:|FEATURES|vanR|glycopeptide|vanR	0.665675337	55	180	167	4.51e-53	1	NA
Tub.18-k141_23431_2-1..179	Tub.18	Potential_loser	VANR	1	179	k141_23431_2	peptide	undefined	0.159464204	55	180	167	4.51e-53	1	NA
Tub.83-k141_3116_10-56..388	Tub.83	Potential	MDTA	56	388	k141_3116_10	multidrug	CP001918.1.gene3439.p01|FEATURES|mdtA|multidrug|mdtA	0.372555085	52.9	333	325	1.02e-108	1	NA
Tub.83-k141_3116_10-56..388	Tub.83	Potential_loser	MDTA	56	388	k141_3116_10	aminoglycoside	undefined	0.222378031	52.9	333	325	1.02e-108	1	NA
Tub.105-k141_439440_5-14..328	Tub.105	Probable	TETA(48)	14	328	k141_439440_5	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.873194683	50.5	315	299	1.01e-100	1	NA
Tub.105-k141_439440_5-14..328	Tub.105	Potential_loser	TETA(48)	14	328	k141_439440_5	aminoglycoside	undefined	0.097988656	50.5	315	299	1.01e-100	1	NA
Tub.16-k141_297191_2-8..81	Tub.16	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_297191_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.887169641	50	74	77	6.40e-19	1	NA
Tub.16-k141_297191_2-8..81	Tub.16	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_297191_2	peptide	undefined	0.058545584	50	74	77	6.40e-19	1	NA
Tub.105-k141_157896_13-22..600	Tub.105	Probable	MULTIDRUG_ABC_TRANSPORTER	22	600	k141_157896_13	multidrug	gi:926345639:ref:WP_053677539.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.997528161	66.7	588	708	3.54e-253	1	NA
Tub.16-k141_289042_1-2..227	Tub.16	Potential	MTRA	2	227	k141_289042_1	aminoglycoside	undefined	0.435245515	50.6	231	217	4.64e-71	1	NA
Tub.16-k141_289042_1-2..227	Tub.16	Potential_loser	MTRA	2	227	k141_289042_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.275986813	50.6	231	217	4.64e-71	1	NA
Tub.104-k141_588936_1-4..131	Tub.104	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	4	131	k141_588936_1	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.999513241	60.9	128	163	2.97e-53	1	NA
Tub.13-k141_280649_2-16..328	Tub.13	Probable	TETA(48)	16	328	k141_280649_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.9974507	58.3	314	345	7.30e-119	1	NA
Tub.85-k141_311565_2-4..266	Tub.85	Potential	BACA	4	266	k141_311565_2	multidrug	undefined	0.357196771	61.2	263	281	2.54e-95	1	NA
Tub.85-k141_311565_2-4..266	Tub.85	Potential_loser	BACA	4	266	k141_311565_2	peptide	undefined	0.167004659	61.2	263	281	2.54e-95	1	NA
Tub.18-k141_161798_3-1..105	Tub.18	Potential	RBPA	1	105	k141_161798_3	peptide	undefined	0.25184341	57.5	106	114	2.89e-34	1	NA
Tub.18-k141_161798_3-1..105	Tub.18	Potential_loser	RBPA	1	105	k141_161798_3	multidrug	undefined	0.223733387	57.5	106	114	2.89e-34	1	NA
Tub.31-k141_347384_2-6..140	Tub.31	Potential	DFRA3	6	140	k141_347384_2	peptide	undefined	0.292552295	51.9	135	140	1.31e-43	1	NA
Tub.31-k141_347384_2-6..140	Tub.31	Potential_loser	DFRA3	6	140	k141_347384_2	aminoglycoside	undefined	0.195971008	51.9	135	140	1.31e-43	1	NA
Tub.58-k141_16651_5-2..1020	Tub.58	Potential	MEXK	2	1020	k141_16651_5	triclosan	undefined	0.791963361	51.8	1029	991	0	1	NA
Tub.58-k141_16651_5-2..1020	Tub.58	Potential_loser	MEXK	2	1020	k141_16651_5	multidrug	AAG07064.1|FEATURES|MexK|multidrug|MexK	0.080439289	51.8	1029	991	0	1	NA
Tub.4-k141_142744_2-6..78	Tub.4	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	6	78	k141_142744_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.799789215	50	74	68.9	4.48e-17	1	NA
Tub.4-k141_142744_2-6..78	Tub.4	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	6	78	k141_142744_2	peptide	undefined	0.099499586	50	74	68.9	4.48e-17	1	NA
Tub.51-k141_339389_2-19..400	Tub.51	Probable	ROSA	19	400	k141_339389_2	fosmidomycin	ZP_04621517|FEATURES|rosA|fosmidomycin|rosA	0.998975836	67.5	382	503	4.60e-178	1	NA
Tub.30-k141_599832_2-1..196	Tub.30	Potential	COB(I)ALAMIN_ADENOLSYLTRANSFERASE	1	196	k141_599832_2	unclassified	gi:447201641:ref:WP_001278897.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	0.601139299	50.3	199	178	9.02e-57	1	NA
Tub.30-k141_599832_2-1..196	Tub.30	Potential_loser	COB(I)ALAMIN_ADENOLSYLTRANSFERASE	1	196	k141_599832_2	peptide	undefined	0.139497463	50.3	199	178	9.02e-57	1	NA
Tub.58-k141_654366_3-17..211	Tub.58	Probable	VATF	17	211	k141_654366_3	MLS	AAF63432|FEATURES|vatF|MLS|vatF	1	73.3	195	317	6.07e-112	1	NA
Tub.85-k141_355196_1-59..391	Tub.85	Potential	MDTA	59	391	k141_355196_1	peptide	undefined	0.323281721	50.2	333	320	7.86e-105	1	NA
Tub.85-k141_355196_1-59..391	Tub.85	Potential_loser	MDTA	59	391	k141_355196_1	aminoglycoside	undefined	0.161918457	50.2	333	320	7.86e-105	1	NA
Tub.59-k141_125881_5-1..239	Tub.59	Potential	JOHN-1	1	239	k141_125881_5	multidrug	undefined	0.35420955	57.3	239	297	5.71e-103	1	NA
Tub.59-k141_125881_5-1..239	Tub.59	Potential_loser	JOHN-1	1	239	k141_125881_5	aminoglycoside	undefined	0.182720759	57.3	239	297	5.71e-103	1	NA
Tub.94-k141_338050_1-16..327	Tub.94	Probable	TETA(48)	16	327	k141_338050_1	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997348723	57.4	312	348	5.88e-120	1	NA
Tub.99-k141_48233_2-1..223	Tub.99	Probable	KDPE	1	223	k141_48233_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	51.8	224	223	3.75e-74	1	NA
Tub.110-k141_56137_1-8..75	Tub.110	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	75	k141_56137_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.852578438	51.5	68	73.9	7.21e-18	1	NA
Tub.110-k141_56137_1-8..75	Tub.110	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	75	k141_56137_1	peptide	undefined	0.075261328	51.5	68	73.9	7.21e-18	1	NA
Tub.30-k141_454931_2-1..547	Tub.30	Probable	ROSB	1	547	k141_454931_2	fosmidomycin	gi:1001786599:ref:WP_061324791.1:|FEATURES|rosB|fosmidomycin|rosB	0.999892997	51.9	547	514	1.08e-178	1	NA
Tub.64-k141_19623_2-1..274	Tub.64	Potential	BACA	1	274	k141_19623_2	peptide	undefined	0.273015893	51.1	280	244	3.81e-81	1	NA
Tub.64-k141_19623_2-1..274	Tub.64	Potential_loser	BACA	1	274	k141_19623_2	multidrug	undefined	0.225436924	51.1	280	244	3.81e-81	1	NA
Tub.4-k141_2853_1-20..175	Tub.4	Probable	AAC(6')-I	20	175	k141_2853_1	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.982148011	50.3	169	151	1.53e-47	1	NA
Tub.1-k141_237563_1-5..118	Tub.1	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	118	k141_237563_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.318243906	53	117	117	1.55e-35	1	NA
Tub.1-k141_237563_1-5..118	Tub.1	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	118	k141_237563_1	aminoglycoside	undefined	0.297342246	53	117	117	1.55e-35	1	NA
Tub.51-k141_281594_3-8..286	Tub.51	Potential	SUL4	8	286	k141_281594_3	multidrug	undefined	0.273209729	50.5	281	265	7.72e-89	1	NA
Tub.51-k141_281594_3-8..286	Tub.51	Potential_loser	SUL4	8	286	k141_281594_3	peptide	undefined	0.213302542	50.5	281	265	7.72e-89	1	NA
Tub.58-k141_40889_1-1..261	Tub.58	Probable	BACA	1	261	k141_40889_1	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.97824606	68.8	266	345	7.53e-121	1	NA
Tub.18-k141_118149_1-1..119	Tub.18	Probable	BRP(MBL)	1	119	k141_118149_1	glycopeptide	YP_007652797.1|FEATURES|BRP(MBL)|glycopeptide|BRP(MBL)	0.993726499	64.7	119	170	1.62e-56	1	NA
Tub.83-k141_825154_1-34..302	Tub.83	Potential	OLEC	34	302	k141_825154_1	tetracycline	undefined	0.863631431	52	271	258	7.36e-86	1	NA
Tub.83-k141_825154_1-34..302	Tub.83	Potential_loser	OLEC	34	302	k141_825154_1	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.072323844	52	271	258	7.36e-86	1	NA
Tub.64-k141_272666_1-24..147	Tub.64	Potential	LEN	24	147	k141_272666_1	multidrug	undefined	0.236743529	54	124	122	7.98e-37	1	NA
Tub.64-k141_272666_1-24..147	Tub.64	Potential_loser	LEN	24	147	k141_272666_1	peptide	undefined	0.222037731	54	124	122	7.98e-37	1	NA
Tub.15-k141_156345_2-2..363	Tub.15	Probable	UGD	2	363	k141_156345_2	peptide	AAC75089.1|FEATURES|ugd|peptide|ugd	0.915861636	67.7	362	493	7.54e-176	1	NA
Tub.58-k141_412693_3-18..510	Tub.58	Potential	EMRB	18	510	k141_412693_3	antibacterial_free_fatty_acids	gi:983377615:ref:WP_060555304.1:|FEATURES|emrB|multidrug|emrB	0.41032134	52	494	500	1.44e-174	1	NA
Tub.58-k141_412693_3-18..510	Tub.58	Potential_loser	EMRB	18	510	k141_412693_3	diaminopyrimidine	undefined	0.29903699	52	494	500	1.44e-174	1	NA
Tub.16-k141_262093_1-3..129	Tub.16	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	129	k141_262093_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.324624176	50	128	120	1.15e-35	1	NA
Tub.16-k141_262093_1-3..129	Tub.16	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	129	k141_262093_1	aminoglycoside	undefined	0.295360853	50	128	120	1.15e-35	1	NA
Tub.4-k141_113021_2-5..81	Tub.4	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	81	k141_113021_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.907569824	54.5	77	86.7	6.23e-24	1	NA
Tub.85-k141_716554_2-20..374	Tub.85	Probable	MEXE	20	374	k141_716554_2	multidrug	gi:489927712:ref:WP_003831044.1:|FEATURES|mexE|multidrug|mexE	0.999998573	54.2	360	341	1.61e-115	1	NA
Tub.105-k141_194420_2-1..156	Tub.105	Probable	AAC(6')-I	1	156	k141_194420_2	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.999639528	58.5	164	169	8.24e-55	1	NA
Tub.59-k141_285354_5-5..225	Tub.59	Probable	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	5	225	k141_285354_5	unclassified	CP000675.2.gene1535.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	0.976781262	51.4	222	229	9.19e-77	1	NA
Tub.83-k141_474334_2-3..118	Tub.83	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	118	k141_474334_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.342964907	50.4	117	128	5.20e-39	1	NA
Tub.83-k141_474334_2-3..118	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	118	k141_474334_2	aminoglycoside	undefined	0.289478615	50.4	117	128	5.20e-39	1	NA
Tub.105-k141_77137_2-1..111	Tub.105	Potential	RBPA	1	111	k141_77137_2	peptide	undefined	0.254224907	50.4	113	112	1.92e-33	1	NA
Tub.105-k141_77137_2-1..111	Tub.105	Potential_loser	RBPA	1	111	k141_77137_2	multidrug	undefined	0.224424963	50.4	113	112	1.92e-33	1	NA
Tub.82-k141_347594_2-1..107	Tub.82	Potential	RBPA	1	107	k141_347594_2	peptide	undefined	0.256460901	54.6	108	117	1.16e-35	1	NA
Tub.82-k141_347594_2-1..107	Tub.82	Potential_loser	RBPA	1	107	k141_347594_2	multidrug	undefined	0.225107493	54.6	108	117	1.16e-35	1	NA
Tub.105-k141_415458_1-1..223	Tub.105	Potential	MTRA	1	223	k141_415458_1	aminoglycoside	undefined	0.561551268	70	223	316	7.48e-111	1	NA
Tub.105-k141_415458_1-1..223	Tub.105	Potential_loser	MTRA	1	223	k141_415458_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.265841188	70	223	316	7.48e-111	1	NA
